agent_id,agent_name,state,district,n_producers,quality_score,tenure_years,base_conversion_rate,base_retention_rate,base_cancellation_rate,avg_premium_multiplier
EA-0039,Agent_0039,California,CAL-D08,3,0.8498413969950367,17.17535833864187,0.34719972377245667,0.7888534614271288,0.07168229043395163,0.9326914884723768
EA-0040,Agent_0040,California,CAL-D08,1,0.5416597408682037,11.533914488758738,0.11271321421890884,0.7761906251706171,0.0889331874024144,1.1217228035475588
EA-0041,Agent_0041,California,CAL-D08,4,0.7466709550383807,15.265933110152334,0.3259402503609156,0.9421053799743135,0.0425288811821146,0.9686474333350832
EA-0042,Agent_0042,Texas,TEX-D01,3,0.6320536975433607,6.7471253416206345,0.3554803616006892,0.826121906663562,0.1518141938443764,1.2094589529905346
EA-0043,Agent_0043,Texas,TEX-D01,1,0.6877666430612184,7.204390010763818,0.6408409245721478,0.7945517029770442,0.10975397519342571,1.2030264222701406
EA-0044,Agent_0044,Texas,TEX-D01,7,0.7735004726113679,12.59432144423167,0.17793138695292063,0.8557855260876258,0.034207149173451364,1.140256998848942
EA-0045,Agent_0045,Texas,TEX-D01,6,0.7084897840597992,5.158275567098012,0.2790543253866127,0.5399816926518801,0.07093170630170173,0.760435946746261
EA-0046,Agent_0046,Texas,TEX-D01,5,0.713244522852122,13.605611887352648,0.10273173776182049,0.6775634131400605,0.06723181405386978,1.45148620292173
EA-0047,Agent_0047,Texas,TEX-D01,2,0.6818140324954393,16.603384945359064,0.3240006852620753,0.7310701263653994,0.14477113645351017,1.1446457304537665
EA-0048,Agent_0048,Texas,TEX-D01,1,0.6914512053392186,16.639419030907543,0.49253757957657734,0.6257952248429735,0.1659069143459883,1.0011395242513887
EA-0049,Agent_0049,Texas,TEX-D01,3,0.6660994865083596,4.3315837176245156,0.33289042342719816,0.7741008815360086,0.23809770682838835,0.8967499715722215
EA-0050,Agent_0050,Texas,TEX-D01,6,0.9474610302609384,8.954465658981231,0.34117747887366034,0.9481592183482294,0.040697687005569846,0.9095008818967422
EA-0051,Agent_0051,Texas,TEX-D02,3,0.9479358007886832,4.346627684288517,0.33037950428035195,0.7247765793638031,0.0625202139913613,0.6613958301375328
EA-0052,Agent_0052,Texas,TEX-D02,2,0.6736807868585,19.936867018863914,0.1423803091953239,0.8985034581602943,0.04753656295604024,1.1030763527056189
EA-0053,Agent_0053,Texas,TEX-D02,3,0.9289729434808787,8.764718169967544,0.45703851079236246,0.6888185383754282,0.04783346146304596,1.2615591935682235
EA-0054,Agent_0054,Texas,TEX-D02,2,0.7107929181402192,15.355251306995118,0.22549652171699178,0.6855622924089938,0.09997706770606149,1.6258342891509439
EA-0055,Agent_0055,Texas,TEX-D02,1,0.9767725949607625,1.1039890678579223,0.3191449718233188,0.8975987170995813,0.006388554666964555,0.8200212145204903
EA-0056,Agent_0056,Texas,TEX-D02,4,0.8179300134403672,12.53701717938737,0.47373455060477393,0.8184337199686471,0.199798744009624,1.4292131798873522
EA-0057,Agent_0057,Texas,TEX-D03,3,0.9113279501739421,8.694887168420529,0.2993800777707622,0.9554418235831198,0.12969488913973307,1.1030212890375284
EA-0058,Agent_0058,Texas,TEX-D03,3,0.7345452956227538,3.959395748517008,0.27037693560869064,0.9595494075442363,0.07501458822644436,1.453087332956824
EA-0059,Agent_0059,Texas,TEX-D03,8,0.5833215732292252,9.671673300135062,0.25824528511895184,0.8715655102857379,0.16782371582992003,1.748389832054531
EA-0060,Agent_0060,Texas,TEX-D03,5,0.8054828032486959,18.336527129617195,0.3243091132094707,0.8012074575819744,0.031369087605290245,1.008442091268689
EA-0061,Agent_0061,Texas,TEX-D04,4,0.6034796358174807,9.29668229743795,0.016374134354153316,0.6694912785448045,0.0707467680658772,0.836970833595594
EA-0062,Agent_0062,Texas,TEX-D04,4,0.7123451034889453,13.588062292957797,0.4931036755838919,0.9558259212413099,0.020400434365283802,0.9959833523179465
EA-0063,Agent_0063,Texas,TEX-D04,5,0.7897176313781021,15.450374431867472,0.31078350646672215,0.8968131287173243,0.0515154378625649,1.101683251934174
EA-0064,Agent_0064,Texas,TEX-D04,6,0.9639540079644969,6.963088670121285,0.26087312567523574,0.6323427183249832,0.28940389889936197,0.9450520835123141
EA-0065,Agent_0065,Texas,TEX-D04,3,0.3609861796868399,11.491091362784115,0.20847932602397362,0.8084910719439927,0.07609151501926216,0.7858636085834872
EA-0066,Agent_0066,Texas,TEX-D04,2,0.7253992202593316,13.945259981104131,0.15480257382158458,0.8900617432803155,0.0461857850451846,1.2447250997658814
EA-0067,Agent_0067,Texas,TEX-D05,1,0.7712031710125501,10.859378207254599,0.365775153106591,0.8040261197570038,0.022797583228959157,1.1200701299779146
EA-0068,Agent_0068,Texas,TEX-D05,6,0.860161339637546,6.4991644426532345,0.34375970669976513,0.7979004436302776,0.16087020305140798,0.7960788608816309
EA-0069,Agent_0069,Texas,TEX-D05,3,0.9802808155727855,1.9601837843510963,0.5051619354745199,0.6855223475244069,0.14818471284523912,1.1628973430046952
EA-0070,Agent_0070,Texas,TEX-D05,3,0.5652803984264513,15.950936247550526,0.19083523912003095,0.759997264259299,0.08084341301170846,0.9696708186358444
EA-0071,Agent_0071,Texas,TEX-D05,3,0.8358071071863272,19.619592257913006,0.32185338076934183,0.9231639834639505,0.021567064188530258,0.8254298341247897
EA-0072,Agent_0072,Texas,TEX-D05,2,0.8036470971917722,5.894639707458692,0.12144251183119918,0.5587655163654062,0.0996608827155889,0.4977728589846069
EA-0073,Agent_0073,Texas,TEX-D06,6,0.8427249250492782,19.806638314892595,0.5233322324578834,0.83529533773989,0.07445862239322834,0.6633183160786853
EA-0074,Agent_0074,Texas,TEX-D06,3,0.9471685097345517,17.271782982459047,0.25059125963022333,0.8568675205142386,0.11092343226950004,0.7340228576942344
EA-0075,Agent_0075,Texas,TEX-D06,4,0.8361163754717577,9.378290004162698,0.6379663309417711,0.6122928003290515,0.09165180372468265,1.5507002126847875
EA-0076,Agent_0076,Texas,TEX-D06,2,0.4301052858150431,9.560952808416749,0.49641279773669506,0.9727460421573713,0.06893543732804064,0.9881587809292443
EA-0077,Agent_0077,Texas,TEX-D06,4,0.770671118294469,19.977743608141292,0.07866821071302808,0.6697487695273301,0.05489415987053106,1.2133286384881972
EA-0078,Agent_0078,Texas,TEX-D06,8,0.7591977640568807,8.758137430026787,0.5278206600311985,0.9554983712242812,0.08667797971827491,0.8249249914504716
EA-0079,Agent_0079,Texas,TEX-D06,2,0.7982574805064718,3.9525452658882365,0.18682010088718565,0.8526387886923134,0.11542827896407941,0.8448958082635051
EA-0080,Agent_0080,Texas,TEX-D07,1,0.952686122954034,12.597678074311837,0.26900576558702965,0.9751413704533242,0.04492919443679159,0.7241760250729571
EA-0081,Agent_0081,Texas,TEX-D07,3,0.7821712633490373,19.433829878827027,0.29900352508904177,0.3831086723239322,0.01601093492909269,1.403118599435584
EA-0082,Agent_0082,Texas,TEX-D07,5,0.7029342926869471,5.0896312154038466,0.6037441238882951,0.7593353754385721,0.010830526035512163,0.7612976506995527
EA-0083,Agent_0083,Texas,TEX-D07,3,0.47658485648805493,9.48140035073048,0.17867272118703223,0.8136725882049053,0.10967811362001186,1.269931813861102
EA-0084,Agent_0084,Texas,TEX-D07,2,0.765541981026534,1.2617697505869563,0.46373239812642,0.9018293347584729,0.10614986560794232,1.1243639610573841
EA-0085,Agent_0085,Texas,TEX-D07,2,0.6991903036257565,18.65409001315033,0.6158839757532403,0.700992700902839,0.02608098069298233,1.7043006524543343
EA-0086,Agent_0086,Texas,TEX-D07,2,0.8468057251545159,9.049447290461496,0.421880340650494,0.9495472070150841,0.0033323183941074645,0.8623962193167499
EA-0087,Agent_0087,Texas,TEX-D08,3,0.6661649657767348,9.863675999628517,0.10399533088326796,0.7351265268786451,0.14625546198851694,0.8625536486578007
EA-0088,Agent_0088,Texas,TEX-D08,5,0.7920637638191921,1.2683699360596554,0.3840948600165136,0.6607902692342713,0.12297946342096192,1.1299565358338435
EA-0089,Agent_0089,Florida,FLO-D01,10,0.61411591995862,2.792488550153454,0.65833986410891,0.9018589340081862,0.030436538236011917,1.1605603052896536
EA-0090,Agent_0090,Florida,FLO-D02,5,0.4167632813499767,8.854756643407313,0.24681090896716912,0.8728423603612929,0.10466057561791343,0.9051536606227102
EA-0091,Agent_0091,Florida,FLO-D02,3,0.7015033624431781,5.91258638482606,0.48742469407740274,0.9197516542651294,0.03784226406153192,1.2092815976161957
EA-0092,Agent_0092,Florida,FLO-D02,2,0.6527022711294841,9.596554461860402,0.22571353022578136,0.7791692795145004,0.33061817126758436,0.5932431699271032
EA-0093,Agent_0093,Florida,FLO-D02,3,0.8907529706213266,5.8364369779183605,0.3226728292038965,0.86959505648776,0.06705022321153918,0.8721037708940662
EA-0094,Agent_0094,Florida,FLO-D02,3,0.5789168572141924,3.4047120503552457,0.34371847128031774,0.8165972253931628,0.029202197754371332,1.9266045055210126
EA-0095,Agent_0095,Florida,FLO-D03,3,0.8299114978390382,6.844941223058477,0.5140991632717961,0.9198787653184093,0.09880917353738253,1.1047274445587525
EA-0096,Agent_0096,Florida,FLO-D03,4,0.6778833392568109,4.3162055009089775,0.2955339356246131,0.6158007376100441,0.0005190242647848436,0.5514285706785597
EA-0097,Agent_0097,Florida,FLO-D03,4,0.45156230049666135,2.3136589551379685,0.2520847815746732,0.596693881949906,0.058594048121908916,0.4365717018865839
EA-0098,Agent_0098,Florida,FLO-D03,6,0.618166434349301,13.639065346478304,0.29883822242813274,0.6417776841787282,0.07087369169228581,1.5542314347734612
EA-0099,Agent_0099,Florida,FLO-D03,4,0.7209445478893571,1.8527261270492554,0.2976863992947369,0.525650534824452,0.0507468286881742,1.2158728162730987
EA-0100,Agent_0100,Florida,FLO-D04,5,0.907550470033367,3.353029956924045,0.16423937744240646,0.7465416720011316,0.0624357081188677,0.8563258858810077
EA-0101,Agent_0101,Florida,FLO-D04,7,0.7155963054801053,1.9324069067611878,0.2226229804222191,0.921030627124292,0.16035876377164754,0.8990862904622908
EA-0102,Agent_0102,Florida,FLO-D04,4,0.3484083021085142,7.433237421005466,0.5655143382282053,0.8767611760001573,0.10748927854103016,0.7367588393260507
EA-0103,Agent_0103,Florida,FLO-D04,4,0.4625141537242293,17.789659349877176,0.29753424429596004,0.938291214275575,0.14182362166588316,0.780145161426833
EA-0104,Agent_0104,Florida,FLO-D04,4,0.7720771045394301,5.307274386379504,0.23055773731399742,0.8943809381369331,0.11790483921291066,0.5436302935554154
EA-0105,Agent_0105,Florida,FLO-D04,2,0.8329977104454835,1.2355470644001232,0.21437070863257285,0.8933068415103208,0.026948641821273062,0.5180088006256223
EA-0106,Agent_0106,Florida,FLO-D04,2,0.687640121568034,13.887901559632455,0.3926025118975897,0.7572395454790215,0.08500365703619164,1.1812486090293453
EA-0107,Agent_0107,Florida,FLO-D04,5,0.3932499391819661,9.459877405184773,0.3247272674799407,0.852184101516211,0.055133276308885815,1.2084898211600585
EA-0108,Agent_0108,Florida,FLO-D05,3,0.6192118271213253,15.685006654802297,0.18735979016475313,0.8792749581820517,0.23763610502517205,1.1409426917561858
EA-0109,Agent_0109,Florida,FLO-D05,3,0.8457247290061035,9.143265446767414,0.11276345104578069,0.832638139954498,0.11058592895884757,1.2059350989700452
EA-0110,Agent_0110,Florida,FLO-D05,9,0.6975221421792034,5.673639345621784,0.19057346202249498,0.6043699143795677,0.06715257429088442,1.3219571888566521
EA-0111,Agent_0111,Florida,FLO-D05,6,0.4984472154227091,5.847368465095045,0.301547753344816,0.8055895983471728,0.053112287967675705,1.1931442452893175
EA-0112,Agent_0112,Florida,FLO-D05,6,0.8926435936670015,3.6504781112816085,0.4480175355992056,0.8537221175938732,0.035797020184982445,0.880937766777939
EA-0113,Agent_0113,Florida,FLO-D06,3,0.7262501838952292,11.930604099941542,0.06252530661701129,0.9650099040444289,0.010375693622746193,0.6812342593763878
EA-0114,Agent_0114,Florida,FLO-D06,6,0.6471459840336157,2.3766444983215647,0.45095920173114723,0.5861718256760563,0.15491051521749907,1.0204734081130606
EA-0115,Agent_0115,Florida,FLO-D06,2,0.40538950576395977,14.145816761412158,0.2838574525491147,0.7350215268677905,0.09388230341937023,2.0906459427035715
EA-0116,Agent_0116,Florida,FLO-D07,3,0.5678127896706692,1.537553807124177,0.075079059234821,0.771564713995411,0.05029978779475718,0.8499300975484688
EA-0117,Agent_0117,Florida,FLO-D07,6,0.7799317542628583,1.8675834232974167,0.31106443744422013,0.6336436219063968,0.08447458495850761,0.8738513228690853
EA-0118,Agent_0118,Florida,FLO-D07,7,0.8104816268259132,3.3532807414567367,0.4818703750247799,0.8680998510993075,0.05405560851464567,0.852025535039954
EA-0119,Agent_0119,Florida,FLO-D08,1,0.6855936236202094,1.4603577276641124,0.3700347767273853,0.9495850080824492,0.1293756908019748,1.1809261474993127
EA-0120,Agent_0120,New York,NEW-D01,6,0.5123009679045138,14.468379490375435,0.46797044917805336,0.6752654374056459,0.3956394293741722,1.58216481239782
EA-0121,Agent_0121,New York,NEW-D01,4,0.9300845329027472,16.482642911022083,0.16935311164281172,0.8566403464832665,0.11867675483043326,0.782495177521227
EA-0122,Agent_0122,New York,NEW-D01,1,0.8617551421670657,5.885859006584756,0.21888742648005638,0.9010226460903177,0.19636538071293305,0.8645925553678896
EA-0123,Agent_0123,New York,NEW-D01,4,0.9308190929012903,11.428864191124775,0.3725250957951982,0.8357703377436231,0.0516749549023477,1.3728867994759817
EA-0124,Agent_0124,New York,NEW-D01,3,0.4445257110295312,15.265890335292788,0.23356627312384137,0.7075255397957803,0.13482149449578165,0.5281099054921753
EA-0125,Agent_0125,New York,NEW-D02,3,0.6729366407469038,13.075284566488486,0.2727009312313709,0.8510396931487528,0.07628104671221254,0.6727313434760004
EA-0126,Agent_0126,New York,NEW-D02,3,0.661810341065808,17.773377310747023,0.6429965103904983,0.9268143614004873,0.16704641048754573,0.8704400286124057
EA-0127,Agent_0127,New York,NEW-D02,4,0.683723586315698,4.899937158838842,0.18647222472660357,0.9219303410067404,0.10591064057796906,0.8492436489536319
EA-0128,Agent_0128,New York,NEW-D02,7,0.8007119129470256,14.512093165688993,0.28613084673713834,0.8384897109999404,0.08369483812202752,0.7555784083663157
EA-0129,Agent_0129,New York,NEW-D02,5,0.47610414821951463,17.018106578349276,0.30677236668045904,0.9181876763440301,0.07725190643385406,0.7732499584638947
EA-0130,Agent_0130,New York,NEW-D03,3,0.7112297424184318,6.929952237720228,0.14339011533388132,0.7845937706984294,0.1687187362181412,1.829374191369536
EA-0131,Agent_0131,New York,NEW-D04,4,0.5225813027614583,3.7226779457973307,0.39421330609449656,0.7103261678200493,0.10017073575680358,1.1318657966612578
EA-0132,Agent_0132,New York,NEW-D04,4,0.8526444908039331,14.324145335077795,0.37056163800661174,0.7376668133859721,0.10275946397948747,1.0743811113149255
EA-0133,Agent_0133,New York,NEW-D04,5,0.9701404334549443,3.5183799712204915,0.2994005105685607,0.8974847592332463,0.02368418916523672,1.0118637423031467
EA-0134,Agent_0134,New York,NEW-D04,5,0.7583015499334774,1.8165273872910785,0.1673485736172922,0.8460954465976439,0.022127359397466892,0.9399451772219821
EA-0135,Agent_0135,New York,NEW-D04,6,0.6520533590997528,4.623815989131643,0.24009001822347417,0.9576786095435323,0.19662987089018713,0.6074706146270951
EA-0136,Agent_0136,New York,NEW-D05,3,0.32752312613355017,18.73437878005368,0.16433510387194372,0.7463872040240321,0.08463663935243061,0.776356859856998
EA-0137,Agent_0137,New York,NEW-D05,7,0.5305413967679664,10.968682679427861,0.2735754494886492,0.8315035226944285,0.15590256042703596,0.5626796818400657
EA-0138,Agent_0138,New York,NEW-D05,1,0.5435736593721423,13.880913235414866,0.27347810743224854,0.7895948557763788,0.07395216683996614,0.8395425111445043
EA-0139,Agent_0139,New York,NEW-D06,7,0.7195233619587356,6.101759305156618,0.2405316060005051,0.6742028399764146,0.05256489368467267,1.0889041247422437
EA-0140,Agent_0140,New York,NEW-D06,6,0.743836757035431,6.690737315218271,0.17878036202559608,0.9709901187510381,0.08356778798208248,1.0196739570693314
EA-0141,Agent_0141,New York,NEW-D06,6,0.6572044137670624,12.328548781410726,0.27496331486810766,0.7876514073413553,0.08952303827371613,0.9975191173098358
EA-0142,Agent_0142,New York,NEW-D06,5,0.8513425012195772,6.475786722810721,0.4350669880722154,0.8582388416673247,0.137545377979344,0.572654449796777
EA-0143,Agent_0143,New York,NEW-D07,2,0.4231793368851999,14.624082362370348,0.22766195443573364,0.8839629211102117,0.031518933475713384,1.1706144620525754
EA-0144,Agent_0144,New York,NEW-D07,10,0.8549605941833253,9.214180621513053,0.4656014098471233,0.9478113120015773,0.17333271170548661,1.0734709582155821
EA-0145,Agent_0145,New York,NEW-D07,5,0.27470369604747014,17.187335676430223,0.6260618645120497,0.9583220191501618,0.005925575481919284,0.8609823579169208
EA-0146,Agent_0146,New York,NEW-D07,6,0.8999954341772458,7.124074644725015,0.31957437549249584,0.8121447274432471,0.21319210106289538,1.6395694035444772
EA-0147,Agent_0147,New York,NEW-D07,5,0.6131841842677462,6.449875538922892,0.23192204073080194,0.9577281670546153,0.24345874015715976,0.9669106663769846
EA-0148,Agent_0148,New York,NEW-D07,4,0.6476099386548811,16.874747711188895,0.32092463523134834,0.5957693381497444,0.04964498292449396,1.3636198693486477
EA-0149,Agent_0149,New York,NEW-D07,4,0.6850862781927933,7.650821225086597,0.1665931052027053,0.6144978295121728,0.1303255548393223,0.5658758022277293
EA-0150,Agent_0150,New York,NEW-D07,5,0.6975025840769891,12.605666458853424,0.36016278175418753,0.8386915633275533,0.30032346659046444,1.5201780570193941
EA-0151,Agent_0151,New York,NEW-D07,4,0.6027951561604383,15.287059657163116,0.4226463334954287,0.4910539425542922,0.09254479339155228,0.7671848161779083
EA-0152,Agent_0152,New York,NEW-D07,13,0.9465022143357393,14.482770687832334,0.2964882486096918,0.7490105317819488,0.1528900069943369,1.205611997642883
EA-0153,Agent_0153,New York,NEW-D07,4,0.8004490240584142,10.719091596115302,0.16432093149447655,0.7671995363384294,0.006988677490594739,1.2011174229979447
EA-0154,Agent_0154,New York,NEW-D08,5,0.8903797472362759,7.631080285553562,0.16741259520290244,0.8282040365469548,0.10999126100131512,0.7909369141707614
EA-0155,Agent_0155,New York,NEW-D08,2,0.7681208102907975,16.165197536548874,0.2893228326913795,0.8264524555888206,0.1320373181750907,0.8747111343477206
EA-0156,Agent_0156,New York,NEW-D08,2,0.8107286370710906,10.042336258493037,0.7625420486528381,0.8142912190666423,0.07192511473499161,0.9420946979080134
EA-0157,Agent_0157,New York,NEW-D08,4,0.7716293622508826,5.177910811966171,0.2824732115248976,0.6458610505081457,0.032285885342344695,0.5679462567296321
EA-0158,Agent_0158,New York,NEW-D08,3,0.4348729252059285,8.95313638553614,0.41105044937133156,0.9181926869681561,0.0884078687975515,1.0945397443691458
EA-0159,Agent_0159,New York,NEW-D08,4,0.8110317431596253,11.076555334606185,0.4353876883763537,0.7988143981991096,0.07996948071441753,1.2921040784257791
EA-0160,Agent_0160,New York,NEW-D08,5,0.6075300273177825,3.638176348265765,0.37094507121319104,0.8271016966493789,0.06116521724032102,1.1940273899085077
EA-0161,Agent_0161,New York,NEW-D08,3,0.499720623357455,9.08302996684098,0.2186441575168002,0.8082245514785863,0.08770890543473107,0.6813950826416367
EA-0162,Agent_0162,New York,NEW-D08,3,0.681687288597547,2.4508742659795755,0.4345961020902633,0.8803174399663526,0.02706295520612654,0.6190621796261279
EA-0163,Agent_0163,New York,NEW-D08,5,0.8640484460901876,7.453586812281642,0.27009139292206213,0.971929182091726,0.07496382077867911,1.1258653532323213
EA-0164,Agent_0164,New York,NEW-D08,3,0.6173857982337332,5.212245819159641,0.15473908849154472,0.8508727358419911,0.08008373797541699,0.91274185554163
EA-0165,Agent_0165,New York,NEW-D08,2,0.6639259661017457,15.316510705466591,0.14856749414540948,0.6666951584121432,0.04842889409399309,1.481207585092057
EA-0166,Agent_0166,Illinois,ILL-D01,4,0.7968965685151348,4.321559890869589,0.3588312662579143,0.9044985318786827,0.15140477750161985,0.9125826235378183
EA-0167,Agent_0167,Illinois,ILL-D01,2,0.8824218592434798,5.16616326753873,0.2360470970931628,0.7444984774687776,0.1498637945741482,1.676735863402154
EA-0168,Agent_0168,Illinois,ILL-D01,7,0.7513234917314695,19.069852229284898,0.3484358204017786,0.7162253579031278,0.08774789698869909,0.949206680124703
EA-0169,Agent_0169,Illinois,ILL-D01,1,0.8667267330946395,8.419214805601898,0.2127756974782244,0.8745631654443784,0.10893396801960074,1.238669895193439
EA-0170,Agent_0170,Illinois,ILL-D01,1,0.8447493068260402,10.95186501802763,0.34454734434285594,0.6725859983867536,0.207282299621558,0.8656496617947746
EA-0171,Agent_0171,Illinois,ILL-D01,7,0.7286197768826087,2.9785590645372793,0.40595555667412414,0.5584717350744793,0.0640700002641099,1.7421564704744361
EA-0172,Agent_0172,Illinois,ILL-D01,2,0.8243299276527627,2.170855969174628,0.26747313272949136,0.92496574109504,0.058373769921912635,1.251138633124543
EA-0173,Agent_0173,Illinois,ILL-D01,1,0.8367912335885306,12.46088854096614,0.19797404530359533,0.7586548517015673,0.05055152385598475,0.8920907141281239
EA-0174,Agent_0174,Illinois,ILL-D02,3,0.4671245443553006,1.5791372733683386,0.1122816346277205,0.9232054750861706,0.05884495231922523,1.022342924944066
EA-0175,Agent_0175,Illinois,ILL-D02,5,0.8654963968258853,1.139614642220991,0.126822960248463,0.9081479326923115,0.12962294885032954,1.4670580332637781
EA-0176,Agent_0176,Illinois,ILL-D02,6,0.5866693376729454,3.3868758654814406,0.43030647546025547,0.8503820094848986,0.06357298945587263,1.674865261267049
EA-0177,Agent_0177,Illinois,ILL-D02,4,0.5985232844480333,16.96108316191613,0.33872463731237823,0.8269131710880209,0.08024668361612962,0.7752594801217966
