agent_id,year,month,year_month,gwp,pif,new_business_gwp,new_business_count,renewal_count,cancellation_count,lapse_count,policy_count,avg_premium,avg_discount,avg_credit_score,anomaly_count,state,district,n_producers,quality_score,tenure_years,base_conversion_rate,base_retention_rate,renewal_rate,cancellation_rate,conversion_rate,retention_rate,nb_rate,gwp_per_producer,year_month_dt
EA-0001,2022,10,2022-10,16670.62,14,3507.4700000000003,3,8,0,0,14,1190.7585714285713,0.1852214285714286,706.7142857142857,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.7272727272066115,0.0,0.21335851879549347,0.7550268489743583,0.21428571427040816,2778.4366662035936,2022-10-01
EA-0001,2022,11,2022-11,16150.93,10,4164.27,4,5,2,0,12,1345.9108333333334,0.17546666666666666,695.3333333333334,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.5555555554938272,0.16666666665277777,0.21335851879549347,0.7550268489743583,0.33333333330555553,2691.82166621803,2022-11-01
EA-0001,2022,12,2022-12,11327.85,10,5734.849999999999,5,3,1,0,11,1029.8045454545454,0.15969090909090908,678.7272727272727,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.374999999953125,0.09090909090082644,0.21335851879549347,0.7550268489743583,0.45454545450413225,1887.9749996853375,2022-12-01
EA-0001,2023,1,2023-01,17844.06,8,5457.92,4,5,2,0,10,1784.4060000000002,0.10763,737.8,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.5555555554938272,0.19999999998,0.21335851879549347,0.7550268489743583,0.39999999996,2974.009999504332,2023-01-01
EA-0001,2023,2,2023-02,8983.59,9,5137.55,5,3,0,0,9,998.1766666666667,0.13376666666666667,713.3333333333334,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.374999999953125,0.0,0.21335851879549347,0.7550268489743583,0.5555555554938272,1497.264999750456,2023-02-01
EA-0001,2023,3,2023-03,31022.18,17,12206.84,10,7,3,0,20,1551.109,0.15722,702.4,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.41176470585813146,0.1499999999925,0.21335851879549347,0.7550268489743583,0.499999999975,5170.363332471606,2023-03-01
EA-0001,2023,4,2023-04,50919.16,18,16297.07,7,12,3,0,21,2424.721904761905,0.14625238095238094,711.0,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.63157894733518,0.14285714285034012,0.21335851879549347,0.7550268489743583,0.3333333333174603,8486.526665252246,2023-04-01
EA-0001,2023,5,2023-05,29369.989999999998,13,8045.84,6,5,2,0,15,1957.9993333333332,0.13810666666666668,665.0,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.45454545450413225,0.13333333332444444,0.21335851879549347,0.7550268489743583,0.39999999997333335,4894.9983325175,2023-05-01
EA-0001,2023,6,2023-06,32880.88,16,10890.57,7,7,1,0,17,1934.1694117647057,0.18203529411764705,698.6470588235294,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.49999999996428574,0.0588235294083045,0.21335851879549347,0.7550268489743583,0.41176470585813146,5480.146665753308,2023-06-01
EA-0001,2023,7,2023-07,26014.98,11,6924.62,5,6,2,0,13,2001.1523076923077,0.16415384615384615,713.3846153846154,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.5454545454049586,0.15384615383431952,0.21335851879549347,0.7550268489743583,0.3846153845857988,4335.829999277362,2023-07-01
EA-0001,2023,8,2023-08,30218.36,14,15791.929999999998,7,9,4,0,18,1678.7977777777778,0.1291,739.5555555555555,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.5624999999648438,0.22222222220987653,0.21335851879549347,0.7550268489743583,0.38888888886728395,5036.393332493934,2023-08-01
EA-0001,2023,9,2023-09,11353.41,6,5445.85,4,2,0,0,6,1892.235,0.1706,664.8333333333334,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.33333333327777775,0.0,0.21335851879549347,0.7550268489743583,0.6666666665555555,1892.2349996846274,2023-09-01
EA-0001,2023,10,2023-10,34158.119999999995,14,22650.96,8,5,2,0,16,2134.8824999999997,0.176175,734.8125,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.3846153845857988,0.1249999999921875,0.21335851879549347,0.7550268489743583,0.49999999996875,5693.019999051163,2023-10-01
EA-0001,2023,11,2023-11,13071.77,12,8300.98,7,5,0,0,12,1089.3141666666668,0.14559166666666665,710.5833333333334,0,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.41666666663194446,0.0,0.21335851879549347,0.7550268489743583,0.5833333332847223,2178.6283329702287,2023-11-01
EA-0001,2023,12,2023-12,24805.19,18,6221.1,6,11,3,0,21,1181.1995238095237,0.16016666666666668,724.9047619047619,1,California,CAL-D01,6,0.6416135616155726,15.403667061622103,0.21335851879549347,0.7550268489743583,0.6470588234913495,0.14285714285034012,0.21335851879549347,0.7550268489743583,0.28571428570068025,4134.1983326443,2023-12-01
EA-0002,2021,1,2021-01,887.38,2,0.0,0,2,0,0,2,443.69,0.15825,718.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999995,0.0,0.18748616749697103,0.7229371128082289,0.0,443.68999977815497,2021-01-01
EA-0002,2021,2,2021-02,4189.68,5,2628.38,3,0,1,0,6,698.2800000000001,0.13208333333333333,731.8333333333334,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.0,0.16666666663888888,0.18748616749697103,0.7229371128082289,0.49999999991666666,2094.83999895258,2021-02-01
EA-0002,2021,3,2021-03,3219.78,5,1858.23,2,3,0,0,5,643.956,0.1319,656.0,1,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.59999999988,0.0,0.18748616749697103,0.7229371128082289,0.39999999992,1609.889999195055,2021-03-01
EA-0002,2021,4,2021-04,6992.219999999999,6,1080.58,2,3,2,0,8,874.0274999999999,0.1248375,701.25,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.59999999988,0.24999999996875,0.18748616749697103,0.7229371128082289,0.24999999996875,3496.1099982519445,2021-04-01
EA-0002,2021,5,2021-05,9345.82,3,878.08,1,3,2,0,5,1869.164,0.12498000000000001,711.8,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.7499999998125,0.39999999992,0.18748616749697103,0.7229371128082289,0.19999999996,4672.909997663544,2021-05-01
EA-0002,2021,6,2021-06,2752.3599999999997,2,0.0,0,2,0,0,2,1376.1799999999998,0.2294,715.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999995,0.0,0.18748616749697103,0.7229371128082289,0.0,1376.1799993119098,2021-06-01
EA-0002,2021,7,2021-07,1702.73,2,1080.26,1,1,0,0,2,851.365,0.11605,703.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.49999999975,0.0,0.18748616749697103,0.7229371128082289,0.49999999975,851.3649995743175,2021-07-01
EA-0002,2021,8,2021-08,6478.02,3,5201.43,1,2,0,0,3,2159.34,0.2098,709.3333333333334,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.6666666664444444,0.0,0.18748616749697103,0.7229371128082289,0.3333333332222222,3239.0099983804953,2021-08-01
EA-0002,2021,9,2021-09,19889.260000000002,5,7654.81,1,4,1,0,6,3314.876666666667,0.11593333333333333,698.1666666666666,1,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.79999999984,0.16666666663888888,0.18748616749697103,0.7229371128082289,0.16666666663888888,9944.629995027686,2021-09-01
EA-0002,2021,10,2021-10,6342.31,2,3392.1400000000003,3,1,2,0,4,1585.5775,0.226075,697.75,1,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.2499999999375,0.499999999875,0.18748616749697103,0.7229371128082289,0.7499999998125,3171.1549984144226,2021-10-01
EA-0002,2021,11,2021-11,6131.12,5,3193.7700000000004,4,2,2,0,7,875.8742857142857,0.17229999999999998,713.2857142857143,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.33333333327777775,0.2857142856734694,0.18748616749697103,0.7229371128082289,0.5714285713469388,3065.55999846722,2021-11-01
EA-0002,2021,12,2021-12,6338.349999999999,3,1028.97,1,2,1,0,4,1584.5874999999999,0.095225,701.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.6666666664444444,0.2499999999375,0.18748616749697103,0.7229371128082289,0.2499999999375,3169.174998415412,2021-12-01
EA-0002,2022,1,2022-01,5629.33,5,5629.33,5,0,0,0,5,1125.866,0.16746,707.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.0,0.0,0.18748616749697103,0.7229371128082289,0.9999999998,2814.6649985926674,2022-01-01
EA-0002,2022,2,2022-02,4402.4,4,1175.52,1,3,0,0,4,1100.6,0.161275,723.25,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.7499999998125,0.0,0.18748616749697103,0.7229371128082289,0.2499999999375,2201.1999988994,2022-02-01
EA-0002,2022,3,2022-03,7920.700000000001,4,6207.360000000001,4,1,2,0,6,1320.1166666666668,0.19591666666666666,759.6666666666666,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.19999999996,0.33333333327777775,0.18748616749697103,0.7229371128082289,0.6666666665555555,3960.3499980198253,2022-03-01
EA-0002,2022,4,2022-04,9931.38,6,7191.5599999999995,2,1,0,0,6,1655.2299999999998,0.16753333333333334,701.8333333333334,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.3333333332222222,0.0,0.18748616749697103,0.7229371128082289,0.33333333327777775,4965.689997517155,2022-04-01
EA-0002,2022,5,2022-05,6573.91,3,0.0,0,3,0,0,3,2191.3033333333333,0.1364,621.6666666666666,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999996666666,0.0,0.18748616749697103,0.7229371128082289,0.0,3286.954998356522,2022-05-01
EA-0002,2022,6,2022-06,4833.46,4,2429.24,2,2,0,0,4,1208.365,0.160425,698.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.499999999875,0.0,0.18748616749697103,0.7229371128082289,0.499999999875,2416.729998791635,2022-06-01
EA-0002,2022,7,2022-07,2470.37,2,0.0,0,1,0,0,2,1235.185,0.21944999999999998,662.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999989999999,0.0,0.18748616749697103,0.7229371128082289,0.0,1235.1849993824073,2022-07-01
EA-0002,2022,8,2022-08,3249.3900000000003,1,0.0,0,1,1,0,2,1624.6950000000002,0.0387,702.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999989999999,0.49999999975,0.18748616749697103,0.7229371128082289,0.0,1624.6949991876527,2022-08-01
EA-0002,2022,9,2022-09,7797.99,6,3487.8199999999997,4,2,1,0,7,1113.9985714285715,0.1484142857142857,709.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.33333333327777775,0.1428571428367347,0.18748616749697103,0.7229371128082289,0.5714285713469388,3898.994998050502,2022-09-01
EA-0002,2022,10,2022-10,11772.18,5,6374.29,3,2,1,0,6,1962.03,0.18388333333333332,697.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.39999999992,0.16666666663888888,0.18748616749697103,0.7229371128082289,0.49999999991666666,5886.089997056955,2022-10-01
EA-0002,2022,11,2022-11,5465.9,6,3601.81,4,2,0,0,6,910.9833333333332,0.14554999999999998,717.3333333333334,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.33333333327777775,0.0,0.18748616749697103,0.7229371128082289,0.6666666665555555,2732.9499986335245,2022-11-01
EA-0002,2022,12,2022-12,4090.97,3,0.0,0,3,1,0,4,1022.7425,0.15285,654.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999996666666,0.2499999999375,0.18748616749697103,0.7229371128082289,0.0,2045.4849989772574,2022-12-01
EA-0002,2023,1,2023-01,4253.52,3,0.0,0,1,0,0,3,1417.8400000000001,0.20333333333333334,768.6666666666666,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999989999999,0.0,0.18748616749697103,0.7229371128082289,0.0,2126.75999893662,2023-01-01
EA-0002,2023,2,2023-02,3244.92,3,0.0,0,2,0,0,3,1081.64,0.13033333333333333,720.3333333333334,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999995,0.0,0.18748616749697103,0.7229371128082289,0.0,1622.4599991887699,2023-02-01
EA-0002,2023,3,2023-03,8032.61,7,5219.369999999999,3,2,0,0,7,1147.5157142857142,0.12077142857142857,717.1428571428571,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.39999999992,0.0,0.18748616749697103,0.7229371128082289,0.4285714285102041,4016.3049979918474,2023-03-01
EA-0002,2023,4,2023-04,5967.469999999999,3,1700.77,1,2,1,0,4,1491.8674999999998,0.11887500000000001,739.25,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.6666666664444444,0.2499999999375,0.18748616749697103,0.7229371128082289,0.2499999999375,2983.734998508132,2023-04-01
EA-0002,2023,5,2023-05,20054.04,5,1137.18,1,4,3,0,8,2506.755,0.12815000000000001,696.125,1,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.79999999984,0.374999999953125,0.18748616749697103,0.7229371128082289,0.124999999984375,10027.019994986491,2023-05-01
EA-0002,2023,6,2023-06,3116.56,3,0.0,0,3,0,0,3,1038.8533333333332,0.19920000000000002,740.0,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999996666666,0.0,0.18748616749697103,0.7229371128082289,0.0,1558.27999922086,2023-06-01
EA-0002,2023,7,2023-07,10107.13,6,7845.09,4,2,1,0,7,1443.8757142857141,0.12182857142857142,692.7142857142857,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.33333333327777775,0.1428571428367347,0.18748616749697103,0.7229371128082289,0.5714285713469388,5053.564997473217,2023-07-01
EA-0002,2023,8,2023-08,5758.69,5,1793.44,1,3,0,0,5,1151.7379999999998,0.21934,752.4,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.7499999998125,0.0,0.18748616749697103,0.7229371128082289,0.19999999996,2879.344998560327,2023-08-01
EA-0002,2023,9,2023-09,5782.01,7,923.88,1,4,0,0,7,826.0014285714286,0.18551428571428571,682.7142857142857,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.79999999984,0.0,0.18748616749697103,0.7229371128082289,0.1428571428367347,2891.0049985544974,2023-09-01
EA-0002,2023,10,2023-10,6950.23,5,4597.54,4,1,1,0,6,1158.3716666666667,0.15086666666666668,710.8333333333334,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.19999999996,0.16666666663888888,0.18748616749697103,0.7229371128082289,0.6666666665555555,3475.114998262442,2023-10-01
EA-0002,2023,11,2023-11,2784.58,1,0.0,0,1,1,0,2,1392.29,0.12179999999999999,790.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999989999999,0.49999999975,0.18748616749697103,0.7229371128082289,0.0,1392.289999303855,2023-11-01
EA-0002,2023,12,2023-12,4565.16,2,0.0,0,1,0,0,2,2282.58,0.2773,634.5,0,California,CAL-D01,2,0.5367447965029537,16.82088572509891,0.18748616749697103,0.7229371128082289,0.9999999989999999,0.0,0.18748616749697103,0.7229371128082289,0.0,2282.57999885871,2023-12-01
EA-0003,2021,1,2021-01,6381.610000000001,5,4057.58,3,1,0,0,5,1276.3220000000001,0.16072,704.0,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.2499999999375,0.0,0.29530945085229077,0.8184997284364547,0.59999999988,1595.4024996011494,2021-01-01
EA-0003,2021,2,2021-02,37960.369999999995,11,6137.81,5,4,1,0,12,3163.3641666666663,0.20039166666666666,713.9166666666666,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.4444444443950617,0.08333333332638888,0.29530945085229077,0.8184997284364547,0.41666666663194446,9490.092497627476,2021-02-01
EA-0003,2021,3,2021-03,19830.45,7,9746.03,4,3,1,0,8,2478.80625,0.1611125,699.875,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.4285714285102041,0.124999999984375,0.29530945085229077,0.8184997284364547,0.4999999999375,4957.612498760597,2021-03-01
EA-0003,2021,4,2021-04,18527.53,7,2055.09,2,4,0,0,7,2646.79,0.1907714285714286,672.7142857142857,1,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.6666666665555555,0.0,0.29530945085229077,0.8184997284364547,0.2857142856734694,4631.882498842029,2021-04-01
EA-0003,2021,5,2021-05,21312.12,10,0.0,0,10,0,1,11,1937.4654545454543,0.17781818181818182,690.4545454545455,1,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.9999999999,0.0,0.29530945085229077,0.8184997284364547,0.0,5328.029998667992,2021-05-01
EA-0003,2021,6,2021-06,26446.350000000002,10,5523.07,4,4,0,0,10,2644.635,0.1113,698.5,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.4999999999375,0.0,0.29530945085229077,0.8184997284364547,0.39999999996,6611.587498347104,2021-06-01
EA-0003,2021,7,2021-07,19132.37,9,13574.22,5,4,0,0,9,2125.818888888889,0.1414888888888889,687.0,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.4444444443950617,0.0,0.29530945085229077,0.8184997284364547,0.5555555554938272,4783.092498804226,2021-07-01
EA-0003,2021,8,2021-08,43892.229999999996,16,25333.64,8,6,0,0,16,2743.2643749999997,0.165475,710.75,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.4285714285408163,0.0,0.29530945085229077,0.8184997284364547,0.49999999996875,10973.057497256734,2021-08-01
EA-0003,2021,9,2021-09,9194.78,5,1003.98,1,4,1,0,6,1532.4633333333334,0.13091666666666665,635.3333333333334,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.79999999984,0.16666666663888888,0.29530945085229077,0.8184997284364547,0.16666666663888888,2298.6949994253264,2021-09-01
EA-0003,2021,10,2021-10,25816.07,12,12475.919999999998,4,5,0,0,12,2151.3391666666666,0.13208333333333333,712.1666666666666,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.5555555554938272,0.0,0.29530945085229077,0.8184997284364547,0.33333333330555553,6454.017498386495,2021-10-01
EA-0003,2021,11,2021-11,21342.0,8,12156.0,4,4,2,0,10,2134.2,0.13895,732.8,0,California,CAL-D01,4,0.9096695293967186,13.059648080011225,0.29530945085229077,0.8184997284364547,0.4999999999375,0.19999999998,0.29530945085229077,0.8184997284364547,0.39999999996,5335.499998666125,2021-11-01
