state,year,month,year_month,gwp,pif,new_business_gwp,new_business_count,renewal_count,cancellation_count,agent_count,avg_premium,avg_conversion,avg_retention,anomaly_count,year_month_dt
Arizona,2022,5,2022-05,631058.7,266,232574.66,102,155,33,34,2135.437962117303,0.2975137969362266,0.8286678501173389,9,2022-05-01
Arizona,2022,6,2022-06,758529.0299999999,258,326705.3,109,136,32,36,2425.702629191877,0.2992432991609743,0.8239841541552554,14,2022-06-01
Arizona,2022,7,2022-07,925479.8999999999,310,446158.31,138,161,35,36,2827.3331732796205,0.2992432991609743,0.8239841541552554,11,2022-07-01
Arizona,2022,8,2022-08,706554.4400000001,297,295126.3,137,161,45,36,1900.6437603376564,0.2992432991609743,0.8239841541552554,6,2022-08-01
Arizona,2022,9,2022-09,738533.6,296,314542.94,136,150,34,36,2170.4614164426716,0.2992432991609743,0.8239841541552554,9,2022-09-01
Arizona,2022,10,2022-10,637298.61,285,263028.55,145,140,44,36,2118.247348544203,0.2992432991609743,0.8239841541552554,10,2022-10-01
Arizona,2022,11,2022-11,622720.02,281,244610.23,131,139,29,35,2013.2725788754897,0.30304859258259675,0.8240805187373912,13,2022-11-01
Arizona,2022,12,2022-12,564449.12,286,215216.61,122,154,39,34,2145.667261053167,0.2940645957153395,0.8245142815873138,7,2022-12-01
Arizona,2023,1,2023-01,594132.2,283,237693.57,142,134,40,36,1744.3266302312572,0.2992432991609743,0.8239841541552554,8,2023-01-01
Arizona,2023,2,2023-02,609974.95,266,224226.03,111,145,33,35,1965.5413407957124,0.30304859258259675,0.8240805187373912,10,2023-02-01
Arizona,2023,3,2023-03,696946.41,306,242832.28,128,159,35,36,1998.237079794842,0.2992432991609743,0.8239841541552554,10,2023-03-01
Arizona,2023,4,2023-04,757139.73,295,324906.55,141,145,36,35,2257.055617334253,0.2930646654534045,0.8221785305603659,11,2023-04-01
Arizona,2023,5,2023-05,652456.37,275,286577.94,113,141,25,35,2135.7756375893946,0.29980230375258826,0.8224138376834729,1,2023-05-01
Arizona,2023,6,2023-06,797552.9,297,272237.96,135,147,30,36,2514.695096864705,0.2992432991609743,0.8239841541552554,12,2023-06-01
Arizona,2023,7,2023-07,731922.16,285,270891.08,113,156,29,35,2438.464156711636,0.30039119237849893,0.8263047586841444,5,2023-07-01
Arizona,2023,8,2023-08,870652.72,295,348569.86,129,154,31,34,2657.618887716042,0.29680015474896965,0.8222246228185972,13,2023-08-01
Arizona,2023,9,2023-09,650872.4500000001,281,259761.58000000002,119,151,22,36,2106.0948803358274,0.2992432991609743,0.8239841541552554,10,2023-09-01
Arizona,2023,10,2023-10,687235.24,302,263891.2,135,149,26,34,2093.4161915834547,0.30434216776009626,0.8264722105930751,11,2023-10-01
Arizona,2023,11,2023-11,637098.61,280,254233.05,126,153,34,35,1995.7116813163473,0.30304859258259675,0.8240805187373912,10,2023-11-01
Arizona,2023,12,2023-12,535378.56,263,233897.46,116,133,24,36,1917.0424120632047,0.2992432991609743,0.8239841541552554,10,2023-12-01
California,2021,1,2021-01,516853.65,301,191170.31,111,160,30,41,1603.4091170729675,0.3163301656118495,0.783654839556483,12,2021-01-01
California,2021,2,2021-02,497667.55,287,157317.67,116,137,23,39,1587.6204554373687,0.31445148880380247,0.7803621810633972,8,2021-02-01
California,2021,3,2021-03,653892.96,301,229912.94,124,162,38,41,1986.7586868198555,0.3163301656118495,0.783654839556483,7,2021-03-01
California,2021,4,2021-04,742627.6,316,329397.39,148,150,40,40,2066.8663961653338,0.3112315005511262,0.7883400026220044,16,2021-04-01
California,2021,5,2021-05,769954.75,341,254092.74,137,173,30,38,2019.1108797777085,0.31266769686333007,0.7823566732332609,12,2021-05-01
California,2021,6,2021-06,701155.12,320,288270.05,143,149,28,41,1999.4713464191634,0.3163301656118495,0.783654839556483,10,2021-06-01
California,2021,7,2021-07,680540.59,309,246109.88,126,156,28,39,2003.3558756134653,0.31882020931695293,0.7821668935797478,11,2021-07-01
California,2021,8,2021-08,645335.34,285,259153.63,120,139,28,39,2121.7260289109036,0.3203400762325461,0.791043744846722,7,2021-08-01
California,2021,9,2021-09,590112.3,269,217064.6,116,130,25,40,2026.6359338692353,0.3201279680542609,0.7867385716056129,13,2021-09-01
California,2021,10,2021-10,645842.06,310,231316.28,136,162,32,40,1893.0839781912532,0.312404811499758,0.780098187896805,10,2021-10-01
California,2021,11,2021-11,625504.76,326,263067.63,135,173,36,40,1686.647680828893,0.31644202602461735,0.7877752901653362,4,2021-11-01
California,2021,12,2021-12,635304.84,302,258942.37,127,165,36,40,1848.173090820499,0.3147286842625996,0.7795200347278871,12,2021-12-01
California,2022,1,2022-01,564522.05,295,201537.49,127,150,28,38,1747.007816509707,0.3197603907665628,0.7804719588500493,10,2022-01-01
California,2022,2,2022-02,596234.05,304,202372.97,126,155,25,41,1774.882187821285,0.3163301656118495,0.783654839556483,8,2022-02-01
California,2022,3,2022-03,761420.98,302,327752.73,133,160,44,41,2134.1234422213965,0.3163301656118495,0.783654839556483,13,2022-03-01
California,2022,4,2022-04,685179.29,303,273238.65,138,136,17,39,2169.018302124514,0.3181665360337207,0.7866893458771299,9,2022-04-01
California,2022,5,2022-05,762772.33,301,321156.13,144,141,43,41,2284.3595955260867,0.3163301656118495,0.783654839556483,12,2022-05-01
California,2022,6,2022-06,915832.25,335,341780.44,137,170,32,41,2563.613962357426,0.3163301656118495,0.783654839556483,10,2022-06-01
California,2022,7,2022-07,754699.11,297,261746.96,119,159,26,41,2425.7102827982635,0.3163301656118495,0.783654839556483,6,2022-07-01
California,2022,8,2022-08,646827.42,288,283793.85,138,132,29,40,1937.940275062106,0.31842380983609514,0.7840011491854024,9,2022-08-01
California,2022,9,2022-09,696616.09,335,314268.96,146,162,22,41,1949.6594349577108,0.3163301656118495,0.783654839556483,9,2022-09-01
California,2022,10,2022-10,618940.71,305,240100.66999999998,131,152,30,40,1887.1810109962748,0.312404811499758,0.780098187896805,7,2022-10-01
California,2022,11,2022-11,671215.68,296,260863.83000000002,135,152,46,39,1993.838355354508,0.31678761053595,0.7860378074053209,9,2022-11-01
California,2022,12,2022-12,609953.96,324,239639.41999999998,132,167,29,40,1717.566333751519,0.3112315005511262,0.7883400026220044,12,2022-12-01
California,2023,1,2023-01,621079.15,307,218403.58,132,145,35,41,1825.5887331349272,0.3163301656118495,0.783654839556483,16,2023-01-01
California,2023,2,2023-02,648759.5599999999,279,221792.47,132,126,40,40,1912.6821861246394,0.31842380983609514,0.7840011491854024,6,2023-02-01
California,2023,3,2023-03,819415.58,327,321826.73,143,157,28,41,2331.729128840333,0.3163301656118495,0.783654839556483,10,2023-03-01
California,2023,4,2023-04,785235.68,292,309235.93,119,147,34,39,2320.3013878176666,0.3236984404929461,0.7842014190319353,10,2023-04-01
California,2023,5,2023-05,742033.24,289,280206.26,116,142,31,41,2498.1613493969253,0.3163301656118495,0.783654839556483,9,2023-05-01
California,2023,6,2023-06,882450.49,300,307557.75,124,158,38,40,2530.215223559284,0.31666431400007966,0.7818577826002467,11,2023-06-01
California,2023,7,2023-07,941320.8,331,402509.47,147,154,35,41,2672.1512888242596,0.3163301656118495,0.783654839556483,11,2023-07-01
California,2023,8,2023-08,859289.4299999999,322,326491.59,136,145,33,41,2208.420315185207,0.3163301656118495,0.783654839556483,11,2023-08-01
California,2023,9,2023-09,604904.02,287,235293.55000000002,124,136,27,41,2084.6447179178226,0.3163301656118495,0.783654839556483,9,2023-09-01
California,2023,10,2023-10,664646.98,295,240284.99,134,136,34,41,1874.0096168735522,0.3163301656118495,0.783654839556483,13,2023-10-01
California,2023,11,2023-11,577173.87,282,234353.81,127,138,23,39,1967.4292249496775,0.32189382937908406,0.7820030943292117,8,2023-11-01
California,2023,12,2023-12,695379.43,312,249079.19,124,164,32,41,2068.5768299404444,0.3163301656118495,0.783654839556483,15,2023-12-01
Colorado,2021,1,2021-01,582464.15,330,236949.49,147,162,22,43,1695.3830338024377,0.299416334048394,0.80835713498016,10,2021-01-01
Colorado,2021,2,2021-02,542668.31,282,243051.72,124,143,32,42,1720.0935253470075,0.29745876628866186,0.8128634600615244,6,2021-02-01
Colorado,2021,3,2021-03,612978.35,290,293108.74,129,140,30,42,1986.9671062343741,0.30268998067555,0.8049166730593039,8,2021-03-01
Colorado,2021,4,2021-04,703659.63,314,236749.82,132,163,24,43,2066.379618123479,0.299416334048394,0.80835713498016,11,2021-04-01
Colorado,2021,5,2021-05,720729.11,320,297090.75,133,155,18,40,2175.9573421672076,0.3055882593742237,0.8047946658670402,9,2021-05-01
Colorado,2021,6,2021-06,668686.72,307,293211.38,137,150,19,42,2243.745007671735,0.2972731730031763,0.8072014544903884,10,2021-06-01
Colorado,2021,7,2021-07,630269.8,275,237187.69,114,144,20,40,2043.7960803572855,0.30009548426799115,0.8131387922193719,6,2021-07-01
Colorado,2021,8,2021-08,799869.73,347,341838.91,153,175,24,41,2301.2808849707003,0.2997068358623363,0.8043714869022718,14,2021-08-01
Colorado,2021,9,2021-09,626901.27,283,251248.25,123,137,25,41,2088.5921919645994,0.3055690041932615,0.8078222595329111,14,2021-09-01
Colorado,2021,10,2021-10,580349.0599999999,294,226049.56,127,146,21,40,1887.5306992108788,0.30417476160684165,0.8103891171211701,8,2021-10-01
Colorado,2021,11,2021-11,603680.24,319,267938.05,153,146,31,43,1736.9853047082115,0.299416334048394,0.80835713498016,10,2021-11-01
Colorado,2021,12,2021-12,490480.29,288,161766.85,109,165,24,41,1563.3790667232497,0.3080754229341427,0.8153059288201905,9,2021-12-01
Colorado,2022,1,2022-01,620710.02,316,210180.86,137,163,28,43,1886.1999841353377,0.299416334048394,0.80835713498016,16,2022-01-01
Colorado,2022,2,2022-02,569379.23,267,201057.14,111,134,30,42,1977.6366465568683,0.30134379232566233,0.810244721872761,8,2022-02-01
Colorado,2022,3,2022-03,657618.67,310,271610.81,148,153,34,41,1824.059185772413,0.3030379636264796,0.8129110307712464,9,2022-03-01
Colorado,2022,4,2022-04,798992.93,315,341723.16,137,165,34,41,2349.6616730911364,0.3080754229341427,0.8153059288201905,13,2022-04-01
Colorado,2022,5,2022-05,687014.08,296,357180.1,151,128,26,43,2363.7665617050907,0.299416334048394,0.80835713498016,8,2022-05-01
Colorado,2022,6,2022-06,843307.6900000001,306,332814.66,138,157,21,42,3308.472738720117,0.3050107730641453,0.8088550589484608,12,2022-06-01
Colorado,2022,7,2022-07,844883.36,345,298239.24,146,157,19,43,2309.00336872745,0.299416334048394,0.80835713498016,12,2022-07-01
Colorado,2022,8,2022-08,662925.76,300,283247.19,142,135,28,43,2009.9046310659623,0.299416334048394,0.80835713498016,12,2022-08-01
Colorado,2022,9,2022-09,644885.1799999999,291,246078.58,117,150,22,43,2273.2651928022196,0.299416334048394,0.80835713498016,7,2022-09-01
Colorado,2022,10,2022-10,739864.35,303,279538.69,133,157,28,41,2213.6863556543954,0.3040956401645325,0.8179885386720946,17,2022-10-01
Colorado,2022,11,2022-11,625479.99,316,239289.39,137,166,28,43,1799.3667133318884,0.299416334048394,0.80835713498016,12,2022-11-01
Colorado,2022,12,2022-12,698638.75,338,250517.66999999998,138,177,26,43,1948.4971273683186,0.299416334048394,0.80835713498016,10,2022-12-01
Colorado,2023,1,2023-01,643977.6900000001,314,244757.78,125,170,26,43,1754.721841092807,0.299416334048394,0.80835713498016,7,2023-01-01
Colorado,2023,2,2023-02,614280.3200000001,294,231955.66,130,143,17,43,1871.958516149871,0.299416334048394,0.80835713498016,14,2023-02-01
Colorado,2023,3,2023-03,705090.42,301,262761.78,124,157,26,42,2220.7090575615903,0.30134379232566233,0.810244721872761,7,2023-03-01
Colorado,2023,4,2023-04,767326.34,271,297110.77,121,128,20,41,2783.1854732408515,0.3071216922509994,0.8108008290327909,10,2023-04-01
Colorado,2023,5,2023-05,777328.81,281,280972.09,119,143,27,41,2571.157592119797,0.3030379636264796,0.8129110307712464,12,2023-05-01
Colorado,2023,6,2023-06,788009.0,278,365441.8,133,136,27,41,2456.2556519022983,0.30057439244940387,0.8036488915351266,8,2023-06-01
Colorado,2023,7,2023-07,771296.78,314,278288.39999999997,119,166,20,43,2211.5910345902766,0.299416334048394,0.80835713498016,8,2023-07-01
Colorado,2023,8,2023-08,744759.9,290,319021.41,137,132,25,41,2290.5804654591784,0.2978328021305711,0.8119284265267812,9,2023-08-01
Colorado,2023,9,2023-09,798930.42,327,370932.94,144,167,22,43,2217.5358016168857,0.299416334048394,0.80835713498016,15,2023-09-01
Colorado,2023,10,2023-10,787132.38,343,295276.31,140,174,28,42,2136.8329664928674,0.30268998067555,0.8049166730593039,9,2023-10-01
Colorado,2023,11,2023-11,652447.0,319,254467.24,139,158,25,43,1834.211186590921,0.299416334048394,0.80835713498016,8,2023-11-01
Colorado,2023,12,2023-12,674736.86,305,297072.74,135,155,20,41,2166.1281258050894,0.2955163100640391,0.8072367451324378,13,2023-12-01
Florida,2021,1,2021-01,434713.35,245,175172.17,111,120,26,31,1592.1706452865524,0.3106691795895436,0.8007755938736845,5,2021-01-01
Florida,2021,2,2021-02,484883.38,249,177651.91,104,125,22,31,1737.2601266900924,0.3106691795895436,0.8007755938736845,5,2021-02-01
Florida,2021,3,2021-03,543371.11,263,266677.55,134,117,21,31,1896.3388961397025,0.3106691795895436,0.8007755938736845,10,2021-03-01
Florida,2021,4,2021-04,608418.75,255,236706.08,104,127,23,31,2296.7052995082527,0.3106691795895436,0.8007755938736845,9,2021-04-01
Florida,2021,5,2021-05,693016.64,268,293461.96,123,139,24,31,2283.374249194802,0.3106691795895436,0.8007755938736845,12,2021-05-01
Florida,2021,6,2021-06,647592.0,276,313057.55,132,128,33,31,2033.0508758810586,0.3106691795895436,0.8007755938736845,9,2021-06-01
Florida,2021,7,2021-07,512116.68,239,184420.26,98,115,19,31,2041.483270674548,0.3106691795895436,0.8007755938736845,3,2021-07-01
Florida,2021,8,2021-08,621442.31,291,223203.65,121,149,23,31,1968.5448471913237,0.3106691795895436,0.8007755938736845,6,2021-08-01
Florida,2021,9,2021-09,714008.93,305,295016.31,133,150,27,31,2177.857978185186,0.3106691795895436,0.8007755938736845,9,2021-09-01
Florida,2021,10,2021-10,453136.62,249,186752.49,104,123,18,31,1630.940135656511,0.3106691795895436,0.8007755938736845,12,2021-10-01
Florida,2021,11,2021-11,480864.83,231,198652.34,91,116,23,31,1772.0782263623473,0.3106691795895436,0.8007755938736845,6,2021-11-01
Florida,2021,12,2021-12,499450.57,294,171823.47,111,154,20,31,1662.115311793168,0.3106691795895436,0.8007755938736845,6,2021-12-01
Florida,2022,1,2022-01,477563.85000000003,251,180244.27,109,128,23,31,1797.57929346668,0.3106691795895436,0.8007755938736845,5,2022-01-01
Florida,2022,2,2022-02,428250.74,226,189849.54,117,99,19,31,1714.7711185857154,0.3106691795895436,0.8007755938736845,11,2022-02-01
Florida,2022,3,2022-03,551975.89,249,226259.41999999998,121,114,39,31,1914.3951356157283,0.3106691795895436,0.8007755938736845,14,2022-03-01
Florida,2022,4,2022-04,612257.46,252,237158.37,108,120,17,31,2215.209400459755,0.3106691795895436,0.8007755938736845,4,2022-04-01
Florida,2022,5,2022-05,534908.47,240,239385.28999999998,107,112,17,31,2043.1104002476018,0.3106691795895436,0.8007755938736845,12,2022-05-01
Florida,2022,6,2022-06,557245.96,261,206815.07,114,117,13,31,2143.636039896931,0.3106691795895436,0.8007755938736845,6,2022-06-01
Florida,2022,7,2022-07,696033.77,263,281187.64,116,119,20,30,2585.8821324925566,0.30869032635161553,0.7958152800667256,6,2022-07-01
Florida,2022,8,2022-08,756015.17,283,242784.68,113,140,26,30,2352.875975343044,0.3135010345683356,0.8014958043523239,10,2022-08-01
Florida,2022,9,2022-09,577260.38,256,226966.15,104,112,19,31,1944.0275898104912,0.3106691795895436,0.8007755938736845,7,2022-09-01
Florida,2022,10,2022-10,536837.77,262,202008.0,112,126,21,31,1921.2015829976474,0.3106691795895436,0.8007755938736845,3,2022-10-01
Florida,2022,11,2022-11,538002.51,245,213105.66,108,114,24,31,2033.0320423262765,0.3106691795895436,0.8007755938736845,7,2022-11-01
Florida,2022,12,2022-12,490949.93,266,200645.29,122,119,26,31,1695.051920258654,0.3106691795895436,0.8007755938736845,8,2022-12-01
Florida,2023,1,2023-01,624989.78,255,242851.80000000002,103,120,23,31,2121.966344708159,0.3106691795895436,0.8007755938736845,14,2023-01-01
Florida,2023,2,2023-02,574478.93,249,177266.9,97,109,20,31,2135.0444410914565,0.3106691795895436,0.8007755938736845,8,2023-02-01
Florida,2023,3,2023-03,676902.21,229,230250.26,105,106,21,31,4412.6091065243,0.3106691795895436,0.8007755938736845,10,2023-03-01
Florida,2023,4,2023-04,604393.1,234,226201.79,99,122,24,30,2504.8520723313723,0.30869032635161553,0.7958152800667256,6,2023-04-01
Florida,2023,5,2023-05,730327.9400000001,257,331711.68,122,117,26,31,2569.5896389821437,0.3106691795895436,0.8007755938736845,6,2023-05-01
Florida,2023,6,2023-06,637414.39,257,262849.1,117,117,20,30,2295.085472468735,0.30869032635161553,0.7958152800667256,5,2023-06-01
Florida,2023,7,2023-07,785846.84,249,279254.93,102,139,25,31,3267.800662259783,0.3106691795895436,0.8007755938736845,13,2023-07-01
Florida,2023,8,2023-08,736005.0,263,235149.2,110,133,19,30,2741.6389078155657,0.30869032635161553,0.7958152800667256,8,2023-08-01
Florida,2023,9,2023-09,581255.37,263,244758.84,110,130,17,31,1917.7213380949993,0.3106691795895436,0.8007755938736845,9,2023-09-01
Florida,2023,10,2023-10,576508.78,258,250705.39,133,111,27,31,1976.0809051344809,0.3106691795895436,0.8007755938736845,4,2023-10-01
Florida,2023,11,2023-11,589237.39,251,239520.76,116,128,28,31,2096.2478811979713,0.3106691795895436,0.8007755938736845,13,2023-11-01
Florida,2023,12,2023-12,583397.43,262,272275.14999999997,123,125,20,31,2030.2266664048316,0.3106691795895436,0.8007755938736845,7,2023-12-01
Georgia,2021,1,2021-01,736702.61,389,265831.89,164,204,35,49,1687.7470554809504,0.356161848966912,0.8023343332555085,20,2021-01-01
Georgia,2021,2,2021-02,745618.14,392,295148.28,179,200,42,48,1696.1065906900683,0.358458421416677,0.807482285054502,9,2021-02-01
Georgia,2021,3,2021-03,945582.16,419,331697.98,170,222,33,49,2117.788936072664,0.356161848966912,0.8023343332555085,14,2021-03-01
Georgia,2021,4,2021-04,1092472.76,380,353979.55,163,195,44,48,3867.091360226151,0.35564130874139854,0.8030084394656881,18,2021-04-01
Georgia,2021,5,2021-05,1208025.32,429,566983.43,215,194,44,49,2430.499811890757,0.356161848966912,0.8023343332555085,10,2021-05-01
Georgia,2021,6,2021-06,1066581.94,390,402021.23,180,198,39,48,2521.2586863036454,0.35496006170652844,0.8066292607478783,10,2021-06-01
Georgia,2021,7,2021-07,1166938.43,408,471337.86,183,209,50,49,2476.6154116492917,0.356161848966912,0.8023343332555085,16,2021-07-01
Georgia,2021,8,2021-08,1227915.63,456,495784.14999999997,200,240,50,49,2362.2531188791595,0.356161848966912,0.8023343332555085,16,2021-08-01
Georgia,2021,9,2021-09,934845.61,411,342797.51,180,217,36,49,2028.0412415652156,0.356161848966912,0.8023343332555085,18,2021-09-01
Georgia,2021,10,2021-10,947448.0,424,400102.5,196,203,50,49,2037.1293491657234,0.356161848966912,0.8023343332555085,18,2021-10-01
Georgia,2021,11,2021-11,973491.9,435,342225.43,169,238,31,49,1965.6604504332045,0.356161848966912,0.8023343332555085,11,2021-11-01
Georgia,2021,12,2021-12,918822.88,411,376653.4,190,211,48,48,1879.4441993785224,0.35496006170652844,0.8066292607478783,14,2021-12-01
Georgia,2022,1,2022-01,889233.35,426,289181.16,189,221,41,48,1903.6834006082133,0.3531968837609985,0.8035087600946835,12,2022-01-01
Georgia,2022,2,2022-02,845161.48,383,328095.83999999997,151,199,29,49,2006.9890197051013,0.356161848966912,0.8023343332555085,10,2022-02-01
Georgia,2022,3,2022-03,971392.37,416,454024.37,200,201,54,48,2162.514762035983,0.36080111615587596,0.801129501700884,14,2022-03-01
Georgia,2022,4,2022-04,1052634.18,396,419633.92,182,196,40,49,2272.140880605789,0.356161848966912,0.8023343332555085,14,2022-04-01
Georgia,2022,5,2022-05,1061625.52,419,368202.23,179,217,37,49,2268.717428293313,0.356161848966912,0.8023343332555085,14,2022-05-01
Georgia,2022,6,2022-06,1098968.41,383,434635.29000000004,168,197,40,48,2453.753817233352,0.35564130874139854,0.8030084394656881,15,2022-06-01
Georgia,2022,7,2022-07,1163216.65,415,509764.49,187,197,40,48,2435.5876571288964,0.358458421416677,0.807482285054502,13,2022-07-01
Georgia,2022,8,2022-08,1252253.6099999999,406,474333.06,184,200,46,47,2462.8511448230756,0.3503166789064706,0.8068915709970935,13,2022-08-01
Georgia,2022,9,2022-09,911331.04,398,376923.91,176,197,38,49,1975.7155136790648,0.356161848966912,0.8023343332555085,21,2022-09-01
Georgia,2022,10,2022-10,993826.05,411,394882.66,179,216,40,49,2175.1105154119755,0.356161848966912,0.8023343332555085,20,2022-10-01
Georgia,2022,11,2022-11,911511.93,395,363951.56,174,204,35,49,2037.9682139204808,0.356161848966912,0.8023343332555085,14,2022-11-01
Georgia,2022,12,2022-12,838527.99,412,349342.86,187,199,34,47,1835.8318465274053,0.35569016417184435,0.8109496390411635,13,2022-12-01
Georgia,2023,1,2023-01,1007898.14,445,409543.56,196,221,38,49,2103.6292701686607,0.356161848966912,0.8023343332555085,10,2023-01-01
Georgia,2023,2,2023-02,991515.87,389,410642.11,193,169,38,47,2164.6416816920446,0.35569016417184435,0.8109496390411635,11,2023-02-01
Georgia,2023,3,2023-03,1086794.45,420,465238.35,206,200,49,49,2396.6583362397637,0.356161848966912,0.8023343332555085,11,2023-03-01
Georgia,2023,4,2023-04,1106998.85,388,419856.87,168,198,31,47,2557.6168647475456,0.35569016417184435,0.8109496390411635,24,2023-04-01
Georgia,2023,5,2023-05,1421053.06,463,510362.51,203,233,42,49,2800.267141112953,0.356161848966912,0.8023343332555085,13,2023-05-01
Georgia,2023,6,2023-06,1156646.52,386,472361.7,176,199,39,47,2533.821978249942,0.35569016417184435,0.8109496390411635,13,2023-06-01
Georgia,2023,7,2023-07,1335321.29,473,515138.05,205,234,28,48,2683.0593953403622,0.35564130874139854,0.8030084394656881,9,2023-07-01
Georgia,2023,8,2023-08,1199547.22,418,499810.62,200,202,46,49,2499.4879795313527,0.356161848966912,0.8023343332555085,17,2023-08-01
Georgia,2023,9,2023-09,1064935.92,406,360716.7,167,227,37,49,2224.2970748263583,0.356161848966912,0.8023343332555085,15,2023-09-01
Georgia,2023,10,2023-10,1040107.96,451,429134.11,206,209,32,48,2052.6627365001054,0.358458421416677,0.807482285054502,13,2023-10-01
Georgia,2023,11,2023-11,853186.1,385,366231.9,164,189,40,49,2001.235345637032,0.356161848966912,0.8023343332555085,13,2023-11-01
Georgia,2023,12,2023-12,897463.3,402,383280.92,180,204,34,48,1973.169703154059,0.358458421416677,0.807482285054502,11,2023-12-01
Illinois,2021,1,2021-01,586005.95,326,253771.05,146,162,30,45,1551.819130435922,0.325107735694928,0.8030283365893371,10,2021-01-01
Illinois,2021,2,2021-02,605044.88,303,227234.15,133,160,33,45,1728.0699126888542,0.32501750174434585,0.8028164488236595,10,2021-02-01
Illinois,2021,3,2021-03,602538.2,282,244293.69999999998,119,146,28,46,1927.9984757641346,0.3232204104361335,0.8009030682480456,12,2021-03-01
Illinois,2021,4,2021-04,715037.48,335,284447.8,151,164,36,46,1864.215202923556,0.32005303339421187,0.8016503351104428,12,2021-04-01
Illinois,2021,5,2021-05,899196.9400000001,332,356095.6,144,153,33,45,2469.5773451958535,0.3208422027787424,0.8074112392090654,16,2021-05-01
Illinois,2021,6,2021-06,799502.3,296,354410.89,139,140,39,47,2259.1348865423097,0.31873235137638,0.8035052471169417,10,2021-06-01
Illinois,2021,7,2021-07,842812.99,334,307554.54,141,173,36,47,2437.9538161191003,0.31873235137638,0.8035052471169417,9,2021-07-01
Illinois,2021,8,2021-08,806484.0700000001,335,354633.22000000003,148,153,29,44,2333.8401857596477,0.3231528711113685,0.8035450950462096,10,2021-08-01
Illinois,2021,9,2021-09,725291.21,312,291621.47000000003,137,152,29,46,2138.8551639892503,0.3235601860228626,0.8046863347060993,11,2021-09-01
Illinois,2021,10,2021-10,569324.79,290,254593.94,142,128,34,46,1783.5936917067963,0.31618986770878404,0.79944382424796,9,2021-10-01
Illinois,2021,11,2021-11,663275.7999999999,296,271108.89,133,152,33,46,1819.301766058643,0.32005303339421187,0.8016503351104428,9,2021-11-01
Illinois,2021,12,2021-12,612915.84,322,214786.3,136,157,34,45,1680.7289689421689,0.32477881009104737,0.8004525962839413,5,2021-12-01
Illinois,2022,1,2022-01,598774.9,298,332065.33,160,125,37,46,1855.4015840801712,0.32234395981685554,0.802063695613516,12,2022-01-01
Illinois,2022,2,2022-02,650898.09,322,229369.58,129,169,27,44,1800.5877759883226,0.3266333438117192,0.8010782715250973,5,2022-02-01
Illinois,2022,3,2022-03,844225.75,337,349991.61,154,164,36,47,2080.3782477896702,0.31873235137638,0.8035052471169417,11,2022-03-01
Illinois,2022,4,2022-04,826212.57,329,335223.49,150,146,29,46,2461.1676220420186,0.3210357568959051,0.8019605097619976,6,2022-04-01
Illinois,2022,5,2022-05,1020877.85,322,367204.18,120,171,35,47,2819.679713723392,0.31873235137638,0.8035052471169417,11,2022-05-01
